smiles,score
CN(Cc1c(Cl)cnn1C)C1CCCN(c2cccnn2)C1,6.0
CC(=O)N1CCCN(C(=O)C(C)Oc2ccccc2C#N)CC1,7.2
O=C1C[C@]2(NC(=O)Nc3ccc4occc4c3)CCCC[C@@H]2N1,8.4
COc1cccc(CN(C)C(=O)c2coc(CN3CCC(O)C3)n2)n1,7.6
CCOc1cn(-c2ccccc2)nc1C(=O)N1CCN(CC)CC1CC,7.2
CN1CCN(CC(=O)Nc2ccc3c(c2)CN(C)C(=O)N3)CC1=O,8.2
COC(C)(C)C(=O)Nc1ccc(C(=O)O)c(C)c1,7.3
CC(=O)NCc1cc(OC2CCN(C(=O)c3ccc(C)n3C)C2)ccn1,7.5
COc1cccc(CN2CCCC(C(=O)Nc3cccc(C)n3)C2)n1,7.8
CCCC(=O)N1CCCC1C(=O)N1CCCS(=O)(=O)CC1,6.6
CCN1CCO[C@@H](CNC(=O)Cc2ccncc2C)[C@@H]1c1nccn1C,7.3
Cc1c([C@@H]2[C@@H](C(=O)N3CCS(=O)(=O)CC3)CC(=O)N2C)cnn1C,7.4
COCC1(C(N)=O)CCCN1C(=O)c1cc(C)no1,6.2
CC1CCN(C(=O)c2cnn(C3CCCNC3)c2)c2ccccc21,9.1
Cc1c[nH]c(CNC(=O)COC2CC(C)CCC2C(C)C)c(C)c1=O,6.9
COCC1(C(=O)O)CCN(C(=O)c2ccc(Cl)c(F)c2)C1,7.0
Cc1n[nH]c(C)c1CNc1cccc(S(=O)(=O)N2CCC(CO)CC2)c1,7.6
O=C(NCc1nccn1C(F)F)NC1CCCN(Cc2ccccc2)C1,8.2
Cc1cc(C(=O)N2CCC(O)(C(F)F)CC2)ccc1-n1cccn1,8.4
Cc1ccc(O)c(C(=O)NCCc2nc3c(s2)CCCC3)c1,7.7
N#Cc1c(CN2C[C@H](F)C[C@H]2C(=O)N2CCOCC2)cn2ccccc12,8.5
NC1CCCN(C(=O)c2cc(F)cc3nccnc23)C1,7.1
Cc1nnc2n1CC(NC(=O)Nc1ccccc1N1CCCC1=O)CC2,8.2
Cc1noc(C)c1NC(=O)[C@@H]1CSCN1C(=O)c1ccccc1,7.3
COCCN1C(=O)N[C@@H]2CN(c3cc(C)nc4ncnn34)CC[C@@H]21,6.9
CCn1ccnc1[C@H]1OCC[C@@H]1NC(=O)c1cnccn1,6.8
CC(NC(=O)NCC1CCCCN1S(C)(=O)=O)C1CCC(F)(F)CC1,7.1
COc1ccc(N2CC(C(=O)N3CCCC(N)C3)CC2=O)cc1OC,6.9
NC1CN(C(=O)Cn2ncc3cccnc32)CC12CCC2,7.4
COC1CCN([C@H]2CCC[C@H]2NCC(=O)NCc2ccc(C#N)cc2)C1,7.6
CO[C@@H]1C[C@@H](c2nncn2C)N(C(=O)c2n[nH]c3ccccc23)C1,8.4
COc1ccc(CC2CCCN(C(=O)Cn3ncn(C)c3=O)C2)cc1,8.1
CC(C)CN1CCOC(CNC(=O)N2CC(N3CCCC3=O)C2)C1,7.3
O=C(NCC1(O)CCC1)Nc1ccncn1,7.6
CCc1c(NCc2cc(C)on2)cnn1-c1ccccc1C,7.1
O=C(c1sccc1OC(F)F)N1CCn2c(n[nH]c2=O)C1,6.9
CC(C)Cn1cc(C(=O)Nc2ccn(C(C)(C)C(=O)O)n2)cn1,-0.0
Cc1ccc(C(C)(C)CNC(=O)N2CCOC(CN)C2)c(C)c1,7.6
c1cc(C2CCCN(CCc3ccc4c(c3)CCO4)C2)[nH]n1,9.3
O=C(C1CCCc2[nH]ncc21)N1CC(OCc2nc(C3CC3)no2)C1,8.5
Cc1cc(NC(=O)N2CCN(Cc3cscn3)CC2)ccn1,7.1
C[C@@H](NC(=O)NCc1nc(C(C)(C)C)co1)c1cc2ccccc2o1,7.8
CO[C@@H]1COC[C@H]1n1cc(CNC(=O)N2CCC3(CCN(C)C3)C2)nn1,6.8
Cc1n[nH]cc1CNC(=O)N1CCC(C)(C)C(c2ccccc2)C1,8.7
Cc1cccc(C(=O)N2C[C@H](c3cnn(C)c3)[C@@H](C(N)=O)C2)c1Cl,7.6
COCC1(C)CN(C(C(=O)O)c2ccc(Cl)c(Cl)c2)CCO1,6.7
O=C(N1CCC(N2CCS(=O)(=O)CC2)CC1)C1(c2cccc(F)c2)CCC1,8.4
CCn1nc(C)c(S(=O)(=O)N2CCC(OCC(=O)O)CC2)c1C,6.6
COCc1cc(N2CCC([C@@H]3CC[C@H](C(=O)N(C)C)O3)CC2)ncn1,6.4
O=C(Cn1c(C2CCCCC2)nc2ccccc21)Nc1nncn1C1CC1,9.7
CC1(C)CN(CCOc2ccccc2C(=O)O)[C@@H]2COC[C@@H]21,7.3
Cc1cc(C(=O)Nc2c[nH]nn2)nn1C(C)C1CC1,6.6
Cc1noc([C@@H]2CC[C@H](CN(CC(=O)N(C)C3CC3)S(C)(=O)=O)O2)n1,6.8
Cc1noc(C)c1CNC(c1ccc(Cl)cc1)C1CN(C)CCO1,7.7
CCN(c1cccc(OC)c1)S(=O)(=O)c1cccc(C(=O)O)c1C,7.2
Cc1cccc(NC(=O)C2CCCN2C(=O)Cc2ccccc2)n1,8.7
CC(C)n1ccc(CNC(=O)N2CCC(C)(C3CC3)CC2)n1,6.8
CC1(C(=O)N[C@@H]2CCOc3c(F)cccc32)CNC1,7.0
Cc1noc(C)c1COC1CCN(C(=O)c2cc(C3CC3)no2)C1,7.8
COc1ccccc1N1CCC(NC(=O)Cn2ncn(C)c2=O)C1,6.8
CC(O)(CNC(=O)[C@H](CO)NC(=O)Cc1ccc(F)cc1)C1CC1,7.5
O=C(CNCC1CCCN1c1cccnn1)NCCc1ccccc1,8.7
O=C(CC1CCCN1C(=O)c1cc(F)ccc1O)c1ccccc1,8.7
CCCc1cc(C(=O)N2C[C@@H](C)O[C@@H](c3nc(C)no3)C2)no1,7.1
COc1cc(C(=O)O)ccc1S(=O)(=O)N1CCOC2(CCC2)C1,7.7
CCc1[nH]ccc1C(=O)N1CCCNC(=O)C1Cc1ccccc1,7.4
COc1ccc(C(NC(=O)CN2CCCCCCC2=O)C(=O)O)cc1,7.6
COC(C(=O)Nc1[nH]nc(C)c1C)c1ccccc1C(F)(F)F,7.4
CNC(=O)C1CCN(C(=O)NCc2ccccn2)CC1,6.9
Cn1c(-c2nc(-c3ccc4[nH]nnc4c3)no2)cc2ccccc2c1=O,9.9
O=C(O)[C@H]1CCCN1Cc1csc(CCc2ccccc2)n1,8.3
Cc1noc(CC2(O)CCCN(C(=O)Cc3cccnc3)C2)n1,7.5
COc1cc(S(=O)(=O)Nc2cnn(C(C)C3CC3)c2)sn1,6.6
CC(CO)NC(=O)Nc1cn(-c2ccccc2C(F)(F)F)nn1,7.8
Cc1c(S(=O)(=O)NC2(CO)CCC2)cnn1C,5.5
O=C1CCCCc2cc(C(=O)N3CCOC(c4nccs4)C3)ccc21,9.4
CC1CC(c2ccccc2F)N(C(=O)NCCc2ccn(C)n2)C1,8.4
Cc1nnnn1-c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,9.0
N#Cc1cnc2ccccc2c1N1CCC(O)(Cn2ccnn2)C1,7.7
NC(=O)c1cnn2c1NCC(CNCCc1ccco1)C2,7.2
Cc1cnn(C2CCN(C(=O)NCc3ncnn3-c3ccccc3)C2)c1,8.6
CN(C[C@@H]1C[C@H](F)CN1c1ccnc(N(C)C)n1)C(=O)Nc1ccnn1C,7.0
COCCn1nnnc1NC(=O)C1CCc2cc(OC)ccc21,7.9
CN(C)C(=O)c1cc(NC(=O)NC(c2ccccn2)C2CC2)ccn1,7.4
Cc1[nH]c2ccccc2c1C(=O)N1CCC(O)(CO)C1,7.6
Cc1cc(C2CCCN2Cc2cc(C(=O)O)co2)on1,7.6
Cc1c(C2C(C(=O)N3CCN(C4CC5CCC4C5)CC3)CC(=O)N2C)cnn1C,6.8
Cc1ccc(F)cc1S(=O)(=O)NCc1nnc(C2CCOC2)[nH]1,8.1
Cc1ncc(CNC(=O)[C@H]2CC[C@@H](C(=O)O)N2)n1-c1ccccc1,7.8
c1ccc(CCOCc2coc(-c3ccccc3)n2)cc1,8.5
COc1nccc(C(=O)NC2(CO)CCOc3ccccc32)n1,7.1
CC(C)Oc1cccc(C(=O)N2CCOC(c3ccccc3)CC2)n1,8.2
O=C1CCc2cc(C(=O)NCCCNC(=O)c3ccc4c(c3)CCC(=O)N4)ccc2N1,9.7
Cc1cnn(CC2CCN(CC(O)CN3CCC(C)CC3)CC2)c1,6.9
O=C(NCCc1cnccn1)N1CCC(c2nc(-c3ccccc3)no2)CC1,9.3
CCc1nn(C)cc1C(=O)N[C@H]1CCO[C@@H]1c1cnn(CC)c1,7.2
COc1cccc(C(=O)N2CCN(C(=O)Nc3cnn(C)c3)CC2)c1,7.7
Cc1ccc(NC(=O)NCC2CCCN(CCn3ccnc3)C2)cc1,7.9
NS(=O)(=O)C1CCCN(C(=O)c2ccoc2)C1,6.7
CCC(C)n1nc(NC(=O)N2CCC3(CCNCC3)C2)cc1C,7.0
O=C(O)CCNC(=O)C1Cc2cc(Cl)ccc2O1,7.4
COc1cc(NC(=O)N2CCN(c3ncccc3F)CC2)ncn1,8.0
COCC1(C(=O)O)CCCN(C(=O)Cc2ccc3c(c2)CCC3)C1,8.3
CCCOCc1ccccc1CNC(=O)[C@H]1CC[C@@H](C(=O)O)N1,7.8
CC(C)(C#N)CCN1CCOC(c2cccc(C#N)c2)C1,7.5
CC(C)n1ccc(C(=O)Nc2ccc3sc(C(=O)O)cc3c2)n1,7.9
NC(=O)c1ncn2c(C(=O)NC3CCNCC3)cc(-c3ccco3)nc12,8.8
COCCN1CC(C(=O)NC(CC(C)C)C(=O)O)CC1=O,6.3
CC(C)c1ncncc1C(=O)N1CCN(C2(C(=O)O)CCOC2)CC1,6.4
Cc1cccc(C)c1OCC(O)CNC(C)(C)CO,6.5
CC(C)COC1CCN(C(=O)NCC(C)(C)c2cccs2)CC1,6.3
Cc1noc(C)c1CC(C)NC(=O)Nc1ccccc1,7.1
COCC(C)(CC(=O)O)NC(=O)C1CC=CCC1,7.0
Cc1c([C@@H]2CNC[C@H]2c2nc(-c3ccc(CN)cc3)no2)cnn1C,8.3
Cn1nccc1C1CN(CCc2nc3ccccc3c(=O)[nH]2)CCO1,8.0
COCC1(O)CCN(Cc2ccc3c(c2)oc(=O)n3C)CC1,7.0
CCCCOc1ncccc1CNC(=O)CC1CCN(C)C1,6.8
O=C(O)CN1CCC(NS(=O)(=O)Cc2c(Cl)cccc2Cl)CC1,7.5
CN1C[C@@H](NC(=O)CCc2nc3ccccc3o2)[C@H](c2cncn2C)C1,8.0
COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C[C@H](NC(C)=O)C(N)=O,7.8
O=C(Nc1ccnn1Cc1ccc(F)cc1)N1CCN2CCCCC2C1,9.3
CN1CC(NC(=O)N[C@@H]2c3ccccc3C[C@@H]2O)CCC1=O,7.8
Cc1nc(C2CC3CCC(C2)N3Cc2ccc(C(=O)O)s2)no1,7.6
COc1cc(NC(=O)NC2(CO)CCC2)ncn1,6.0
F[C@H]1C[C@@H](CNCc2ccc(-n3cccn3)cc2)N(c2cccnn2)C1,9.2
CC1CN(C(=O)Cc2ccc3c(c2)OCO3)c2ccccc2C(=O)N1,8.5
COc1ccc(OCCNC(=O)N2CC3(CCCC3)C2)cc1,7.7
O=C(O)CCN(Cc1ccccc1)C(=O)C1CCOCC1,7.6
O=C(O)[C@H]1CCCN1C(=O)COCc1ccccc1Cl,7.6
CN(Cc1ccccc1)S(=O)(=O)c1cn(C)cn1,6.9
O=S(=O)(Cc1c(F)cccc1F)NC[C@H]1CC[C@@H](c2ncn[nH]2)O1,7.9
Cc1cnc(CN[C@@H]2CCCC[C@@H]2Cc2nn(C)c(=O)n2C)o1,7.6
CCCc1cc(C(=O)N2CCCCC2c2ncc[nH]2)cc(=O)[nH]1,8.0
CCn1nccc1C1NC(=O)CCC1NC(=O)c1cnn2ccccc12,7.9
O=C(c1n[nH]c2c1CCC2)N1CCC(OCc2ccccc2F)CC1,8.8
Cn1ccnc1CC1CCCN(c2nc(N)c3cnn(C)c3n2)C1,6.8
O=C(O)COc1cccc(C(=O)NC2(c3ccc(Cl)cc3)CC2)c1,8.8
CC(=O)NCC1CCN(C(=O)CCc2nc(-c3cccs3)no2)CC1,8.2
CN1CCC[C@@H](CNc2nc3cc(F)ccc3o2)[C@@H]1c1cncn1C,7.8
Clc1cnc2nc(N3CCC(c4ncc[nH]4)CC3)ccc2c1,7.5
COc1ccc(CNC(=O)c2ccn(C)c(=O)c2)cc1C(=O)O,8.0
CNS(=O)(=O)c1cccc(NC(=O)C2C3CCC(O3)C2C(F)(F)F)c1,7.8
CCC1CCCN(C(=O)Nc2cnn(Cc3ccccc3)c2)C1,7.9
Cc1cc(C(=O)O)cc(C(=O)N2CCC(c3nccc(C(F)(F)F)n3)C2)c1,9.4
Cc1ccc(C(=O)N2CCCN(S(C)(=O)=O)CC2)c(=O)[nH]1,7.1
Cc1cnn(C2CCN(C(=O)NCCn3c(=O)[nH]c4ccccc43)C2)c1,8.2
CN(C(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1)C1CCOC1,7.9
Cc1cc(NCc2cccc(NC(=O)C3CCCO3)c2)ccn1,8.8
Cc1nnsc1C(=O)NCCOc1ccc(C(=O)O)cc1,7.5
Cc1occc(=O)c1OCC(=O)N[C@@H]1CCC[C@H]1O,6.5
Cc1nnccc1NC(=O)NC(c1ccncc1)C1CC1,7.4
Cc1c(CNCC2CCCOC2)cc(C#N)n1C,6.4
O=C(O)COc1ccc(C(=O)N2CCCC(N3CCCS3(=O)=O)C2)cc1,8.3
Cc1cccc(C(=O)N(C)C[C@H](O)CO)c1C,6.4
CCC(C)n1ncc(C(=O)N2CCC(N(C)c3ccc(C)nn3)CC2)c1C,6.8
O=C1CN(C(=O)c2coc(CN3CC[C@H](O)C3)n2)Cc2ccccc2N1,7.8
Cc1nc(-c2ccn(C)n2)sc1CC(=O)N1CCC(N2CCOCC2)CC1,7.1
Cc1n[nH]c(C)c1CC(=O)N1CCOC(CC(=O)O)C1,7.1
CN(Cc1ccccn1)C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,7.2
C[C@@H]1CN(S(=O)(=O)c2ccc(C#N)c(Cl)c2)C[C@H]1C(=O)O,7.5
O=C(O)CC1CCN(C(=O)C2CC2)c2ccccc21,8.0
O=C(NCC1CCCC1c1ccccc1)N1CCOC2(CCOCC2)C1,9.9
O=C(Nc1cncc2c1CCCC2)c1ccn(CC(F)(F)F)n1,7.9
COCc1n[nH]c([C@H]2CN(c3nccn(C)c3=O)C[C@@H]2C2CC2)n1,7.6
Cc1c(Cl)cccc1NC(=O)C(C)N1CCC(c2ncco2)CC1,7.5
COCc1n[nH]c([C@H]2CN(C(=O)Cc3ccc(F)cc3)C[C@@H]2C2CC2)n1,8.3
Cc1cn(C)nc1CNc1ccccc1C(=O)N1CCCC1CO,7.2
Cc1cc(CN2CCOCC2c2c(C)nn(-c3ccccc3F)c2C)ncn1,8.1
O=C(NCc1cccc(O)c1)C1CCN(c2cnccn2)CC1,8.5
C=Cc1ccc(C(=O)N(C)c2ccc(S(C)(=O)=O)cc2)cc1,8.1
O=C(CN1CCCCC(O)C1=O)NC1CCC(F)(F)CC1,7.0
CC1CCC(NS(=O)(=O)CC(=O)N2CCCC2C(=O)O)CC1,7.1
CCOc1cccc2[nH]cc(CC(=O)N3CCO[C@@H]4COCC[C@@H]43)c12,7.9
Cc1cc(C)c(C(=O)O)cc1NC(=O)C1CCN(C(=O)C(C)C)CC1,8.2
CCc1nnc(C[C@@H]2CC[C@H](Nc3cc(C)nc4ncnn34)C2)o1,7.6
CCc1nc(CNC(=O)N2CCN(Cc3cnc(C)s3)CC2)cs1,6.7
COCC(C)NC(=O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1,7.6
CC(O)CNS(=O)(=O)CC1CN(C(=O)C2CC2C)C1,6.9
CC(C)CC(=O)NC1CCc2nnc(Cc3ccccc3)n2C1,8.0
Cc1ncc(C(=O)NCC(C(=O)O)c2ccc(F)cc2)c(C)n1,7.8
O=C(O)C(C1CC1)N1CCN(Cc2nc3ccccc3s2)CC1,7.2
O=C(CSCC1CCCCO1)Nc1cccnc1N1CCCC1,7.6
CO[C@@H]1C[C@@H](c2ncc[nH]2)N(C(=O)c2nccc3occc23)C1,7.3
O=C(O)CNC(=O)C1(c2cccc(Cl)c2)CCCC1,8.4
COc1cc(-c2ccc3c(c2)OC(C)(C)C(=O)N3)cnc1C(F)(F)F,8.4
COC(=O)c1occc1NC(=O)COCC1CCCO1,6.3
COc1cc(NC(=O)c2cc(F)c(F)c(F)c2F)ccc1NC(C)=O,8.0
CCCC(=O)N1CSCC1C(=O)Nc1cc(F)ccc1Cl,7.3
Cc1cc(CC(C)NC(=O)N2CCCCCC2c2ccc(C)o2)n[nH]1,7.5
CCc1cccc(S(=O)(=O)N[C@@H]2CCC[C@H](C(=O)O)C2)c1,8.0
O=C(c1cnc(C2CC2)nc1)N1CCC(Cc2nc3ccccc3[nH]2)CC1,9.1
Cn1cnc2cc(C(=O)N3CCC(CN4CCCC4=O)C3)ccc21,7.9
COc1ccc(NC(=O)C2(C(=O)O)CC=CC2)cc1-n1nnnc1C1CC1,8.2
O=C(Nc1ccc(OCCc2ccccc2)nc1)N1CCC2CCC(C1)S2=O,9.8
Cc1nc(C)c(C)c(N2CCC(O)(Cn3ccnn3)C2)n1,6.7
CC1c2ccsc2CCN1C(=O)c1ccc(C(=O)O)cc1F,8.4
CC1C(C(F)(F)F)CCCN1C(=O)c1ccc2[nH]c(=O)n(C)c2c1,8.5
CCC(O)CN1CCN(C(=O)c2ccn(C)c(=O)c2)CC1,6.5
Cc1ccc(F)cc1C1(c2noc(C3C[C@H]4CC(=O)[C@@H]3C4)n2)CC1,8.5
CCC1CN(C(=O)c2csc(CN)n2)CCO1,5.6
O=C(NCC1C2CC3CC(C2)CC1C3)N[C@H]1COC[C@H]1n1ccnn1,7.7
CCN(C)C(=O)CN1C[C@@H](OC)C[C@H]1c1n[nH]c(=O)n1CC,6.0
CN(C)C1CCN(Cc2cn(C)nc2C(=O)N2CCc3ccncc32)C1,7.0
O=C(C1CC1)N1CCCCCC1C1CCN(c2cnc3ccccc3n2)CC1,8.9
CN(C)c1ccc(C2CCCN2C(=O)CCc2ccnn2C)nn1,7.8
O=C(N[C@H]1C[C@@H](O)[C@@H]1n1cccn1)C1(c2cccc(F)c2)CCOCC1,9.9
COCCOc1ccc(-c2noc(C3(C)CCC(F)(F)CC3)n2)cc1F,8.1
CCC(CC#N)NS(=O)(=O)c1ccc(C#N)cc1NCCCO,6.4
CCN1CCC[C@@H](CN(C)C(=O)c2sccc2C)[C@@H]1c1cnn(C)c1,6.3
COCCOc1ccc(Nc2ncnc3c(F)cccc23)cc1Cl,7.6
Cc1cnn(C2CCN(C(=O)C(Cc3ccc(F)cc3)n3nnnc3C)C2)c1,8.7
O=C(Cc1ccn[nH]1)N1CCC[C@H]1Cn1cc(C2CC2)nn1,7.5
CC(c1nc(-c2cc(CN3CCOCC3)c[nH]c2=O)no1)C1CC1,7.7
Cc1nc(CN2C[C@@H](F)C[C@H]2CNC(=O)c2scnc2C)oc1C,6.8
CC(O)C(NC(=O)c1cc(Cl)ccc1Cl)C(=O)NC[C@H](C)O,7.3
Cn1ccnc1[C@@H]1CN(c2ccncc2Cl)C[C@H]1NC(=O)C1CC1,6.9
c1cnc2ccc(CN3CCCC(c4n[nH]c(C5CC5)n4)C3)cc2c1,8.7
CC(C)n1ccc(CC(=O)N2CCC[C@@H]2C(N)=O)n1,6.5
COc1ccccc1C(C)CC(=O)N1CCCC(CCC(=O)O)C1,7.5
Cc1csc2ncnc(NCc3ccnc(-n4cccn4)c3)c12,7.7
CC(C)c1ccccc1S(=O)(=O)N1CC(c2ccccc2)C2COCCC21,8.1
Cn1cnc([C@@H]2CNC[C@H]2C(=O)N2CC3(CCC3)c3c(F)cccc32)c1,8.5
O=C(O)[C@@H]1CN(C(=O)Cc2cn3c(n2)CCCC3)C[C@H]1c1ccc(Cl)cc1,8.7
O=C(c1cccc(Cl)c1)N1CCN(C2(C(=O)O)CCOC2)CC1,7.5
COCCn1nnnc1NC(=O)C1CCC(F)(F)CC1,7.9
CNC1CCN(C(=O)c2ccc(-c3ccccc3)nc2C)CC1,7.9
CCc1cc(N2CCCC(Nc3ncnc4[nH]ccc34)C2)ncn1,8.3
Cc1ccc(-c2nc(CN3CCc4c(ncn4C4CC4)C3)co2)cc1,8.6
CC(C(F)F)S(=O)(=O)NCc1noc(-c2cccs2)n1,7.1
Cc1c(C(=O)NC2CCCCCC2)nnn1-c1cccc2c1CCN(C1CCOCC1)C2,8.6
Cc1ccc(C)c(S(=O)(=O)N[C@H]2C[C@H](C(=O)O)C2)c1,7.5
O=C(CC1NC(=O)NC1=O)NCc1cc2c(s1)CCCC2,8.1
COc1cc(NC(=O)CCc2ccccc2)ccc1C(=O)O,7.7
COC(CN(Cc1nnc2n1CCOCC2)S(C)(=O)=O)C1CCCC1,7.3
CC(C)c1nc2n(n1)CC(NC(=O)c1cc(F)cc(Cl)c1)CC2,7.9
Cc1cccc2c(N3CCN(CC(F)(F)C(F)F)CC3)ncnc12,7.8
Cc1ccc(S(=O)(=O)NCC2(N)CCC2)s1,6.2
Cc1cc(C)n(-c2ccc(C(=O)Nc3ccccc3N(C)C)cc2)n1,7.7
Cc1ccc(Cl)c(OC(C)C(=O)N(CCC(=O)O)C2CCOCC2)c1,6.9
CC1(CNC(=O)C2NCCOc3ccccc32)CC(F)(F)C1,7.9
CC(NC(=O)c1cc(Cl)cn1C)c1ccc(OCC(=O)O)cc1,7.9
N#Cc1ccc(OC2CCN(C(=O)[C@@H]3C[C@H]4CC[C@@H]3O4)C2)nc1,7.7
CC(N1CCN(C(=O)c2c(O)cnc3ccccc23)CC1)C(F)(F)F,7.4
O=C(CNCC1CCC1)Nc1cccc(F)c1,7.4
CCCOc1cccc(C(=O)NC2CCN(C3CC3)C2)c1,7.2
NC(=O)N1CCC[C@H]1C(=O)N[C@H]1[C@@H]2CN(Cc3ccccc3)C[C@@H]21,8.9
